userID	tagID
1196	27
1197	82
736	46
1198	82
1200	82
1203	574
1204	445
1205	169
1206	82
170	82
385	27
1207	169
951	82
1210	445
178	169
1213	445
1214	169
451	82
1218	445
527	472
1140	571
1219	586
1221	169
1222	225
1224	81
1225	589
1226	225
1227	225
1228	590
1229	294
1230	320
1231	225
1232	45
1234	294
1235	591
1236	225
1237	225
1238	294
1239	592
1240	81
1241	151
1243	225
1244	225
1245	225
1246	225
1249	595
1251	598
1252	117
1254	598
891	600
1255	303
1256	117
1258	602
1260	303
1261	388
1262	604
770	172
1263	172
1264	606
1191	607
1265	59
1266	277
1267	609
1268	459
1269	610
1277	607
1278	610
853	617
1279	168
589	281
224	619
1282	607
1283	73
277	615
1140	117
966	459
1286	74
1287	622
1288	623
1289	31
1290	31
1291	82
1292	624
1293	31
1294	4
1295	31
1297	626
1298	624
1301	629
1302	190
1303	82
1305	190
70	31
1308	82
1309	190
1310	425
1311	4
1312	626
1313	4
81	31
1315	624
630	355
1316	31
1317	632
1120	629
88	4
1318	4
1159	366
537	82
1320	45
1321	635
1324	4
1325	634
556	31
1328	640
1330	642
518	156
1331	45
1332	101
1223	643
1334	644
1335	82
1336	341
1337	347
1338	645
1339	199
1341	294
1342	647
805	648
994	199
1345	235
1347	173
418	652
1349	341
1350	653
1352	648
1353	655
1090	173
234	657
599	341
1356	347
1357	341
1284	534
1359	347
1360	659
1361	660
1362	351
1338	33
1364	662
1368	45
1369	33
1372	668
1233	45
1202	82
951	220
1201	82
1375	45
1377	235
1378	662
1379	672
1380	313
213	662
1381	33
1383	275
299	33
1280	275
192	45
976	673
1385	676
922	220
593	668
1387	101
1388	677
572	672
1390	662
1391	33
181	371
1393	154
1394	679
190	235
1396	455
1397	366
318	154
1139	47
680	47
1399	235
1142	154
1400	682
1404	109
1405	684
1406	60
1407	686
691	687
1410	689
1411	690
522	24
1413	693
222	693
568	695
1385	696
1415	699
1416	700
1108	701
1419	84
1421	60
1422	138
1423	84
1424	60
1425	699
1404	704
1426	701
1428	706
940	84
1126	84
1432	709
1433	60
1434	275
1435	84
1436	33
472	710
1438	70
1439	700
1442	713
1131	33
1446	715
524	109
1448	717
110	82
940	717
1450	718
1451	717
24	12
1454	718
1455	720
1094	46
1457	718
612	717
1458	12
947	717
1460	623
1461	97
1462	0
1466	97
1470	97
1471	731
1472	731
359	732
1473	731
231	735
1478	97
1479	739
890	741
1481	743
1483	741
1484	744
659	744
1487	747
1488	748
744	30
1490	474
986	750
1491	97
1492	448
1493	751
1494	97
1496	97
1498	535
1499	753
764	420
764	426
1500	755
1501	474
304	753
1503	512
1504	97
1505	753
640	478
1507	757
1508	758
1510	760
877	415
1512	516
1513	761
1515	0
1516	763
472	80
846	449
1517	765
173	85
176	85
1518	138
1519	342
1520	31
1500	340
1521	373
1522	124
1523	760
1524	425
1525	766
1215	760
1526	263
1306	82
1527	145
1528	430
1529	445
1530	82
257	31
967	768
1531	14
1532	769
1533	437
83	770
1535	685
1536	771
1537	59
1538	769
1314	769
1540	437
1541	437
1111	437
1103	0
1542	769
1543	59
1545	773
1546	769
1547	769
1548	294
1549	769
1322	769
1550	769
1046	299
1551	774
28	437
468	773
1552	275
467	87
557	437
1556	0
1558	0
1560	0
279	0
1052	776
897	778
1564	779
1565	781
1566	782
1327	235
1567	779
1569	779
1181	412
1570	124
1572	525
1573	785
1575	786
1576	788
1577	789
1579	790
1580	791
1541	73
1582	792
1583	347
1116	347
94	29
1584	791
1585	73
14	794
1586	370
1587	791
1588	790
1589	73
1592	526
1593	347
1594	526
1595	796
1596	785
1597	792
114	29
1483	370
1598	347
1599	347
1136	526
1601	794
1602	29
134	30
1603	801
1605	803
1554	437
1607	805
917	807
1242	225
1614	814
1615	225
1616	814
1618	45
1619	464
1621	814
1623	510
1624	82
1356	817
1625	819
1626	44
1627	43
1628	522
1630	822
640	65
1161	823
1632	825
1634	676
133	822
1636	85
1637	299
1638	85
1640	830
1641	831
1060	76
1165	85
1642	299
1260	299
1130	832
1176	171
1645	11
1125	835
1646	373
1647	85
1648	109
1649	836
1651	169
1652	45
1592	840
1654	842
1655	84
475	169
556	844
1656	454
1657	27
1658	216
163	845
1659	166
1660	12
1661	166
1662	257
1663	124
1664	526
1667	216
1668	848
1671	851
1283	853
1673	847
1139	847
771	342
596	216
1674	850
1675	855
1677	120
1678	85
993	65
1679	857
1495	858
1680	860
1681	65
1682	85
1683	106
979	85
1687	576
1688	27
1689	30
1480	27
99	865
1691	867
1692	868
1552	869
1693	281
1694	870
1644	871
1633	867
42	868
1695	33
1696	873
1697	874
1698	875
1700	877
1701	878
1703	33
1704	876
1618	144
1706	154
1707	30
1090	881
363	154
1390	33
1710	883
1712	242
1713	242
16	885
529	242
1718	242
1719	4
517	242
514	242
847	888
1721	4
615	242
495	156
616	292
523	73
1723	156
1030	890
1725	891
1726	892
1727	891
1728	43
1729	294
1730	893
1731	294
1732	248
1733	891
1094	891
1562	894
122	45
1735	896
1134	412
1736	891
1737	891
1739	59
1740	891
1744	901
1746	904
179	905
1747	903
1352	0
999	840
781	903
1748	522
1749	909
34	911
1534	912
1750	912
1752	914
1753	4
892	911
509	915
1052	916
702	917
1485	918
1755	27
1633	918
1757	920
1759	101
1761	384
1764	83
1765	384
1766	30
659	926
908	30
477	168
1767	370
1768	33
1769	929
1345	929
1770	225
586	325
1772	930
442	265
670	325
1281	929
373	931
199	294
772	370
1774	138
1775	33
1358	33
1776	934
1777	33
1778	412
1041	33
1779	935
1780	936
1781	937
1782	190
547	940
1552	941
1563	190
1784	943
1785	944
1786	190
1787	59
1790	0
1404	946
1761	248
1791	947
1792	948
1793	949
1794	731
1631	235
933	235
1256	948
23	951
1796	267
1797	151
486	228
518	956
1444	957
1597	267
1644	958
1799	151
1800	592
1801	151
1802	11
301	11
1803	960
1805	961
1806	961
1808	964
1809	965
1536	109
1812	115
1813	115
1581	73
1789	151
1111	73
1815	73
1479	421
1513	235
940	115
1586	73
1591	795
1820	73
114	421
1824	154
1825	973
1020	73
1624	31
1827	31
1829	69
195	240
1830	95
968	82
1833	33
1835	82
1836	95
1837	95
1838	975
1839	877
1840	95
1841	95
1843	95
1844	82
1847	342
1848	95
1849	342
1850	977
1851	978
1852	95
1425	979
1856	90
1576	961
1858	342
62	33
1859	977
1860	975
1861	95
684	342
1863	90
1864	70
1865	522
1867	90
1868	95
1869	342
1051	938
1870	90
561	95
1444	190
124	984
523	242
1177	169
1871	985
1067	190
1872	242
1874	984
1875	190
93	286
1878	46
1879	267
1880	986
485	988
105	286
1882	267
1165	267
1436	990
1883	986
1787	70
863	885
1885	805
1886	885
1887	997
1292	240
1890	87
1891	999
1110	1000
1892	1001
1637	1002
1893	30
876	294
688	87
1894	370
935	1004
885	30
1895	1005
700	87
1897	1008
1654	1009
1898	1011
848	1000
1901	687
749	1013
1902	1014
1903	489
299	286
1467	728
1907	543
422	0
1908	352
1909	1017
1910	1018
1911	82
1912	45
1915	352
1916	1017
1917	1015
1918	82
1920	109
1921	45
1926	82
1927	1017
1929	82
1930	82
1931	0
1932	82
1934	45
1935	82
1938	352
1941	286
525	82
59	82
1943	1015
1944	82
1945	1017
1293	82
1026	82
1946	45
1947	82
3	121
1949	589
1532	0
1517	1017
1955	277
478	510
1958	1029
195	1
1959	609
1962	1033
1963	1033
1964	888
1751	842
1966	1035
1967	1035
1969	83
528	101
500	97
933	842
1972	83
1320	144
1821	97
845	1041
1973	83
897	842
1018	842
495	1041
127	842
1741	1042
1327	842
1976	97
1977	117
1978	503
1979	45
1980	30
1285	1044
1981	109
1982	31
1984	335
1987	335
1989	0
1992	459
1993	137
1995	190
1193	169
1996	33
1998	0
1999	1049
1194	117
2000	245
2001	33
2002	1050
2003	190
2004	1051
2006	190
2007	190
2008	1054
2009	277
177	190
585	117
861	1054
1384	33
1771	1056
827	375
2010	1051
392	117
401	190
822	1057
395	117
223	555
999	1060
591	1051
592	1061
275	190
1397	1062
2013	367
2014	1063
453	1064
279	1066
230	1067
1831	190
2015	190
1371	174
802	1068
1681	938
307	865
1617	1072
423	1073
2021	39
140	1068
2023	1068
2025	1072
1916	46
2026	1068
2027	39
2028	27
2029	1075
2030	1072
2031	347
413	1075
2032	27
2033	39
2034	46
2035	39
2036	1075
2037	1068
2038	39
2039	39
2040	1075
2041	0
2042	46
2043	39
2044	39
2047	1068
2048	1073
2050	0
2051	0
72	1077
2052	1078
2053	1079
2054	426
1116	1080
639	1068
1792	1072
110	1068
2055	792
1260	1068
935	1075
1256	1072
101	1068
1431	747
112	938
2057	865
123	1068
1017	1075
2058	39
2059	1079
1958	747
812	124
2061	426
579	124
2062	426
2063	1086
2065	43
2067	43
309	43
418	1089
2071	43
2072	426
2073	1090
870	1086
2074	1092
2075	43
2076	1093
2077	124
2078	43
2079	101
2080	43
2081	46
2082	101
2084	1094
2086	1096
2088	1096
2090	87
2092	124
2094	1086
2095	1092
2096	426
2098	43
2099	352
2100	1086
2101	842
2102	1098
2103	43
2105	43
2106	426
1108	352
2108	352
2109	43
1317	831
9	1100
502	101
2111	1101
485	1103
646	199
1042	426
1754	100
2113	1086
647	426
692	124
2114	1092
1563	352
655	1086
2115	1086
1135	352
1138	352
1145	85
2117	275
2118	1106
2120	39
76	85
1539	275
1814	115
1791	1109
489	230
1597	85
2123	117
1656	115
2126	82
2127	85
1561	275
2131	85
2134	85
2136	1110
2137	85
1340	1118
2140	1106
2141	300
580	576
2142	85
2143	1121
1686	85
374	55
769	29
375	744
923	438
324	39
1090	1125
683	1129
1702	33
999	4
1398	718
2148	242
306	1132
2149	30
2150	1134
2153	897
2154	0
2155	1137
798	555
2156	1138
2157	805
2158	1139
2159	805
331	676
2160	294
2161	805
2162	1142
213	1138
2164	1145
2165	347
996	805
996	1146
2166	805
2167	1148
1263	294
722	805
602	946
2169	946
1904	286
2170	1150
2171	488
2172	946
2173	693
373	294
2175	437
2176	977
2177	1151
248	1152
1504	1046
925	44
1748	216
1399	294
2181	1155
2182	1156
2185	862
2186	303
2187	1159
2188	1160
2189	1161
1637	1162
2108	701
2190	862
1506	229
882	445
2110	1164
645	379
1508	1164
2191	1160
2192	1159
1125	92
2193	1165
1127	469
2194	1164
462	105
2195	1164
1444	576
1897	1161
2196	294
2197	1167
1134	294
2198	1165
1056	392
1567	105
47	445
1138	701
2200	229
2201	65
401	1169
2203	1171
419	199
773	29
2207	199
1961	199
599	277
2208	65
2210	440
310	73
401	531
2213	1176
323	1177
2214	440
2215	440
2217	440
2182	303
1027	504
626	504
479	12
4	1182
120	504
123	504
2220	623
2221	80
2225	169
2226	1155
2227	436
2229	124
2231	1155
2232	194
2233	14
2234	169
2235	80
2236	1189
2237	1190
2238	626
2239	647
2241	265
2242	265
2243	1192
2244	840
2246	1187
2065	626
433	1155
1084	169
592	1155
1003	436
777	436
1199	647
2250	4
2251	1196
2251	366
2252	1197
2253	366
2254	124
2255	1199
2257	1201
2258	1202
2259	114
2260	436
2261	436
2262	1203
2263	1204
2264	1187
2265	1203
2266	1205
2267	366
620	647
2268	1199
2270	4
2271	1203
2272	1193
2274	436
1143	80
2046	1193
1889	14
2184	1187
2276	1155
2278	840
2279	169
2280	1187
2281	436
2107	54
2282	169
2283	1199
1868	1201
2284	31
2285	31
2286	31
2288	31
2289	1208
2290	1
2291	31
1287	1209
2292	46
2293	31
2294	46
2295	31
2296	294
2297	31
2299	1210
2300	97
2301	45
2302	46
2303	31
2304	294
2305	1211
2307	97
2308	1212
2309	46
2310	31
2311	46
2312	1209
2313	333
2314	31
2315	31
2316	862
2317	31
2318	121
744	31
2319	294
2320	862
737	125
2321	31
2323	31
2325	842
2329	31
2330	867
2331	294
2332	294
2334	46
2335	333
926	31
972	31
330	97
949	31
438	97
2337	125
2338	333
1279	1
954	1219
356	31
371	121
2340	77
2341	1
2343	97
1684	862
2344	31
2345	1209
924	97
1887	1210
2346	31
259	1208
1263	77
2348	1
2349	31
2350	97
1918	31
2352	97
2353	32
2355	46
2033	333
2357	1208
2357	46
2358	862
2359	31
413	31
2360	31
2085	31
59	31
2361	1209
2362	1
2363	97
2364	97
2365	31
2367	31
2369	46
2370	97
2371	1209
2374	211
2375	1226
2376	296
2377	516
2378	82
2379	846
2380	59
1923	82
2381	45
621	296
2382	1227
2384	296
1942	82
2386	846
2388	1129
2390	45
2391	296
1401	199
2392	516
1866	1229
2394	199
2396	199
2397	296
657	314
2399	199
1334	45
2401	448
2402	314
2403	846
2404	373
1692	448
2406	45
2407	846
2408	426
2409	846
2410	82
2412	171
2413	448
2414	296
2415	82
2416	373
2417	45
2418	846
2419	45
2421	296
2422	45
2423	373
2426	1226
2428	846
1376	45
1665	846
2430	1129
1496	516
2431	1237
853	296
2432	0
25	1238
2433	1239
2434	420
2435	0
2436	1240
2438	150
2440	169
2441	0
2442	1243
2445	609
2446	1245
2447	1246
2296	172
2320	294
1233	1249
2139	609
2451	1243
2452	1250
2456	0
2457	909
2458	1253
2459	1253
2138	1254
2461	1255
2462	1256
2464	0
2465	0
2466	420
2467	609
2005	0
2006	1255
2468	1239
1210	420
952	1258
2470	1260
2471	1261
834	609
2472	609
1684	172
841	1262
1399	92
2474	0
2475	909
2477	1264
2351	294
1924	0
2480	1266
2483	1246
2484	0
2035	472
2485	1250
1846	150
2486	1258
2487	609
1933	0
2489	150
2490	1269
1936	0
2491	0
617	1238
1027	420
2493	1238
633	420
2	1250
16	1241
2495	1273
2497	1274
2498	190
2500	87
2501	744
2502	744
2503	164
2505	744
2258	87
2508	87
2510	166
2512	249
2513	249
2515	526
2516	988
2517	421
2518	744
2519	190
2521	744
2522	164
2523	166
2524	1278
2097	73
2525	526
2526	166
2527	526
1146	87
2528	1274
2531	744
2532	1282
1027	751
626	751
2534	249
2535	744
2535	33
2536	744
1110	526
2054	1278
1892	1284
1817	166
2542	1284
2543	1278
483	73
2544	87
694	744
30	526
119	751
120	751
1553	526
123	751
1633	744
2547	526
2549	526
1176	526
2551	526
2552	425
2553	166
2554	87
2555	526
2556	744
2557	124
2558	249
2559	1282
411	744
2560	87
2561	526
2446	751
2562	190
2563	526
2564	87
2565	87
2413	421
138	421
2568	190
2569	526
2570	526
2571	526
2572	526
2573	1291
2574	526
2575	744
2578	164
2579	87
2580	124
2152	421
2582	73
2583	744
2584	166
2585	744
1994	190
2588	1282
2589	14
2591	1274
1663	1294
2592	744
2593	751
2140	425
2595	526
2596	526
2597	225
2598	81
2253	1062
2599	1296
2600	352
2601	81
2602	457
2604	1297
2606	81
2607	642
2608	1296
2609	81
2267	1062
2613	81
2614	1301
2529	81
2616	81
2617	263
1159	1062
2619	81
1511	81
2621	286
2622	225
2624	20
2625	81
2626	1297
2627	81
2628	1306
2629	1307
2631	81
2632	81
2633	225
2634	1308
2635	81
2636	457
2637	366
2245	366
752	1310
2638	1307
817	1307
2640	263
955	642
2641	1314
2644	294
2645	150
2647	3
2649	248
2651	1318
2563	1319
2652	248
2653	1319
2654	242
2655	248
2314	30
2660	404
735	242
2661	242
2662	85
2663	534
2663	248
2664	404
2667	242
2669	404
2670	1325
2671	815
2672	791
333	1103
2675	248
2676	534
2677	1328
951	85
2678	404
2679	30
2680	871
193	404
2681	248
2682	404
313	404
719	404
2684	404
2685	292
2686	534
2687	150
2078	490
2689	242
2690	534
2691	404
2692	1319
2694	30
2695	294
2696	54
2698	404
2700	1334
2701	1319
2703	242
2704	30
2705	1336
2706	404
1847	242
2708	115
2709	85
2710	6
58	30
2712	150
2715	1339
57	3
2718	1103
2719	534
2720	1341
2721	115
1573	534
2722	101
1442	534
2723	1342
1545	1103
2725	1210
2473	1343
2726	516
2728	30
2729	281
2732	1347
2733	1348
2734	288
2735	1349
2737	288
1110	1351
1858	288
2740	516
1319	1346
1451	288
2191	1356
1690	866
1691	1357
2743	1346
1434	1358
2744	1359
1056	36
2746	516
2747	288
2748	1356
2749	30
2750	1361
2751	281
2752	288
2753	288
2660	1346
2754	281
2324	121
2756	30
2757	1361
2664	1363
2758	657
2761	1358
2155	1365
748	30
2763	1347
2764	288
566	1366
2768	1369
2224	626
2771	9
2222	1369
2776	258
2777	29
411	29
2780	258
2296	1001
2781	1372
2783	1375
2306	1001
2784	9
2786	258
2316	294
2788	151
2320	1001
735	294
293	1369
1190	29
2333	31
2789	31
2790	9
2664	1378
2792	258
2794	9
1199	9
2795	151
2797	258
2798	251
2799	27
2800	1381
1767	29
1661	258
2802	1381
993	258
2245	1384
2596	29
1495	366
2804	29
919	366
267	1388
240	9
368	258
2806	1390
2807	1391
2808	29
379	258
235	1385
2809	1009
2351	1001
2812	9
2813	151
2510	258
2815	29
2696	1396
2816	9
2505	29
2817	1398
2818	1399
2820	92
2822	29
2823	9
2824	31
2825	9
56	29
2828	1403
1935	31
2830	9
525	31
2832	258
2833	1375
64	1405
2834	164
2835	151
2837	164
2838	1385
2839	258
2840	1396
640	258
2842	1409
2843	258
1025	31
500	1385
2844	251
1589	862
2845	1412
2846	347
2126	73
2847	788
2849	73
2850	109
2851	526
2853	240
2438	370
2856	30
2857	795
2858	109
2859	82
2860	124
2861	1416
2862	73
2863	790
2864	526
2866	109
2315	82
726	526
2867	791
743	347
2868	370
2870	789
2872	791
2663	794
2874	30
2453	526
2875	794
2336	1421
2876	124
2877	791
2801	1422
2879	788
751	1425
2880	526
2881	1427
2882	44
2884	789
365	526
2885	785
1612	526
400	794
2887	1432
2179	109
2889	526
161	788
2252	30
2891	1436
1913	82
2892	792
2510	65
2894	939
2895	526
2896	30
2897	347
2899	73
2900	370
2902	137
2903	370
2906	73
2909	347
2912	792
2916	1422
2917	73
2477	796
2918	109
2919	526
2920	30
2045	174
2923	4
2356	604
2924	4
2925	604
2927	412
2929	4
2511	259
2930	1443
2931	604
2932	4
2933	342
2937	1445
2938	145
2939	342
2941	502
2942	502
2943	4
1987	300
2099	238
2615	604
2944	1446
2945	1448
2946	604
2947	342
508	1446
1793	604
685	145
1730	1446
937	968
2948	604
2949	604
649	604
2621	604
2951	1454
2747	342
2952	502
2953	342
2954	1446
2955	604
2956	4
2957	145
2958	4
2959	604
1559	502
2960	1456
2962	342
2963	342
2964	145
2965	604
2966	4
2967	1457
2968	604
2969	238
2970	604
2971	1446
2972	300
2670	4
2973	412
2974	1446
2975	502
2976	238
2977	145
2978	352
2979	275
2980	117
2026	504
2982	1460
2083	352
2985	117
2987	429
2988	352
2811	27
2989	275
2990	117
1845	124
2925	753
2720	429
2033	59
2992	4
2362	1461
2993	429
2994	429
1939	33
2995	124
2996	117
2525	1462
2997	84
2998	275
2999	124
2613	1463
3000	117
3001	429
3002	117
3004	1463
1104	124
633	1466
3006	429
3007	1467
3008	30
626	1466
3009	1461
3010	1468
1713	429
1260	504
1255	1470
509	1468
3012	1461
3013	429
2114	1461
460	1461
1007	33
3015	124
119	1466
3016	1461
1017	117
3017	429
3018	1461
2548	504
1609	124
49	429
3020	429
2128	753
3023	1468
2647	429
2648	429
3025	27
3027	0
3029	117
3031	84
3032	27
3034	352
2631	1463
3035	4
3037	352
2446	504
2130	275
3039	316
3040	352
3041	84
3044	1479
3045	27
3046	4
3047	33
3048	504
3049	33
1183	27
2460	0
3050	1462
3051	430
738	429
3052	1461
753	1468
3053	1480
2879	33
3055	33
3056	33
3057	80
2227	29
3058	1481
3059	77
3060	77
3063	1484
3064	1484
3065	1481
3066	33
3067	1484
2794	1484
3069	604
1339	1481
3070	33
3072	1487
3076	1492
953	455
3078	1481
3080	1496
569	604
3082	1487
2820	77
2354	1
3084	1487
3086	80
3087	117
3088	1484
2904	1499
2040	117
2987	911
2727	1481
414	117
3092	1484
2269	80
